params,molecule,choice,fails,time,weight,logp
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 -400 -300 2 3 true,C1CC(C2TC(C(#CC#CCTCOCCOTCTCOCF))CC2)TC1,47,3,250683,3200,-344
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 3 true,XTN(c1nn(R)nn1)O[C@]#[C@]C(=CC2CCC=C2)SBr,972,452,199714,3250,108
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 4 true,S1O[N+]2(SS2)C(F)C(C(Cl)TN3)N3[C@@H]=NO1_,6613,3210,1242464,2898,-145
40 maxMarginalStrength true false 2 1 1800 3750 4250 -400 -300 3 4 true,C1C(C2(C(C(TCOCCSOCTC))C3COOCC3)OC2)SOC1,114,40,144073,3782,-316
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 3 4 true,FON1[C@]STCC(SOC2(C3(TC3(Cl))R))[C@@]2CO1,3367,1612,921397,2857,-113
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 1 3 true,O1[N+](T([C@@H]C(T)SF))=[TH+]COTS[C@]1__,1040,476,465002,1832,-358
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 -200 -100 1 3 true,CTCC(C(=C(COCC=CC=CC#CCTCTCOCTC)C)TC1)C1,40,0,89354,3140,-121
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 2 2 true,O=CTCSc1c2c(N=CC2)[nH]c1TCSO[C@](=C=T)TC,1885,892,595480,2772,-322
40 maxMarginal true false 2 1 1800 3750 4250 100 200 3 3 true,C1CC(CC(CTCTCC2OCOC(OCOC3SC=CCC3)C2))SC1,48,4,150482,3862,157
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 3 2 true,N1[C@@]TT[C@H]S[C@@](C2CSS2)(SCS3)C3O1__,1620,764,344955,2835,103
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 2 true,O1OC(=C=NTCN(Br)C=[TH+][TH+]I)CS[N+]N=C1_,140,56,65401,4059,-303
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 2 true,F\C(c1occ(F)c1[TH+]TTC=NCTCOSCI)=C/[C@@],81,29,44649,3860,-304
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 4 true,FOSTN(I)\C(c1[nH]c(TC(R)X)cc1R)=[C@@H]\C,3811,1835,861080,3250,123
40 maxMarginalStrength true false 2 1 1800 1750 2250 -200 -100 1 3 true,T=CC(C(C(C=C=CTOC1TC=C1)=NCTCTC))C______,38,0,92117,2150,-155
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 4 true,RS(=O)(=O)OCc1csnc1[N+]O[C@](I)([C@]CC)X,4337,2084,594579,3871,-113
40 maxMarginalStrength true false 2 1 1800 1750 2250 -400 -300 2 3 true,FOCC(C1TC(C2=C(C#C)CTTT[TH+]C2)OC1)OC___,320,145,165192,2250,-302
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 2 2 true,R/[TH+]=[N+]([TH+]Sc1[nH]ccc1S(N2SC2))/C,406,182,115276,2173,-186
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 3 true,Rc1oc(F)c(TTO[C@][C@]\N=N\N(TCC=CCSI))c1,45,8,37813,3830,122
40 maxMarginalLDS true false 2 1 1800 2750 3250 100 200 3 2 true,C1TC(C(C2C=CCC2)=C=CCCCCOCOCC3CTTTC3)TC1,56,4,167622,3000,124
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 2 3 true,[O-]O[C@H][N+]N(C(Br)=C1(I))N1c2nnnn2C#CX,36,5,37968,4118,-157
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 4 true,O1OSTTS[N+](F)(O[C@]C(C)C2(C3CC=C3))N2N1,55,14,40582,2802,52
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 4 true,RSO\[TH+]=C(S(TOc1sc(CN2(Br))c2c1))/[C@H],1497,701,449845,3112,-110
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 1 3 true,N1C(Cl)(N=[TH+]O/[TH+]=C/C(X))CSSCT[C@H]1,2767,1322,1108439,2247,-343
40 maxMarginalStrength true false 2 1 1800 0 5000 -400 500 1 4 true,C1CC(=C(TC)CCTC(CCCC(CCCCCCCTCCCT))C)TC1,110,35,90467,3320,329
40 maxMarginal true false 2 1 1800 1750 2250 -400 -300 3 3 true,C1CC(C(C2CCTCC2)(C#C[N+]=O)C3TTTC3)TC1__,39,1,145580,2160,-364
40 maxMarginalLDS true false 2 1 1800 1750 2250 -400 -300 3 3 true,C1CC(C(C2CCTCC2)(C#C[N+]=O)C3TTTC3)TC1__,39,1,138980,2160,-364
40 maxMarginalStrength true false 2 1 1800 3750 4250 100 200 3 3 true,C1C(C2OC(C(OCCTCCOCOCC)C3OCCCC3)OC2)OSC1,43,1,128873,4041,111
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 4 true,Clc1c([C@H]OSOC(C=T)(I))c(R)nn1T[C@@]=NOF,1018,469,185319,3905,-115
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 3 true,Rc1nocc1C(TOCSC2(CC(T/C=C\S)))=C2OT[C@@],321,132,94087,2832,116
40 maxMarginalStrengthLDS true false 2 1 1800 3750 4250 100 200 3 4 true,C1C(C2SC(C(OCCTCCOC(C))C3CCOCC3)OC2)SSC1,41,1,125457,4063,134
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 3 true,Br[C@@]#CN(X)c1snnc1[C@H]N=C[TH+](TT(R))Br,68,20,42603,3229,-172
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 2 true,ClOC#[C@][N+]N=NN(Cl)Tc1cc(STN=[C@H]CCl)oc1,262,103,88491,3416,237
40 maxMarginalLDS true false 2 1 1800 3750 4250 -400 -300 2 4 true,C1CC(CC(CCTCC2(C(CTCTCTCOSBr)C)OOTC2))CC1,139,14,152302,4070,-306
40 maxMarginal true false 2 1 1800 3750 4250 -400 -300 2 4 true,C1CC(CC2CCSCC2(C(CTCOCTCOC=T)(TT)OBr))SC1,860,414,313794,4091,-313
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 4 true,c1[nH]cnc1N(N(Br)C(C=CBr)(CCST)[TH+]=NOC)R,722,325,292660,3969,-101
40 maxMarginalStrengthLDS true false 2 1 1800 3750 4250 -400 -300 1 2 true,C1CC(C(CCTCCTCOCOCCOCCOCC#CTCTCOCTC))CC1,62,5,109110,3960,-302
40 maxMarginalStrengthLDS true false 2 1 1800 3750 4250 -200 -100 2 2 true,C1CC(C(=CTCTCCOCCTCCOCCOCCSCC2TCTC2))SC1,41,0,106319,4002,-160
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 2 4 true,ROTCC=[TH+]c1oc(X)nc1TC2(C=NC2(=C(=O)))F,296,124,108272,2070,-338
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 3 true,TTTO[C@](CC1(=C(C=CBr)Cl))=[C@@]1SOCTC=NOT,54,11,40866,3245,-113
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 2 true,S=COT[N+]SON(X)c1c(C/C=[C@@]/[C@@H])noc1,27,1,35824,2602,62
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 2 3 true,Ic1[nH]nnc1TTSSc2onc([C@](=C(C))CF)c2C#N,31,4,26029,4201,-182
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 4 true,c1[nH]cc(X)c1c2[nH]c3c(TTN3)c2C(C(T))=NR,276,113,109351,1820,53
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 4 true,Br/C=C(C=C=COS\C(F)=C\C1(N=C1(N2TTN2)))/C,36,2,41123,3160,-139
40 maxMarginal true false 2 1 1800 2750 3250 100 200 2 2 true,C1CC(CC#CC(CC#CTC=C=C)CCCSCTC2CTCTC2)TC1,41,0,118857,3241,136
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 1 3 true,O1[C@H](N=NS(T))T[TH+]OC([C@]F)=[C@H]O1_,72,21,36042,1791,-300
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 3 2 true,FN1OC=C[C@@]=C(c2oncn2)[C@]3(OTSCS3)O1__,1057,479,387721,2892,105
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 3 2 true,Cc1snnc1c2nsnc2[TH+]TSTC3(C[C@](=CF)C3)Br,2788,1325,981871,3782,-174
